Name,year,month,CHLcal
Chippewa,2014,4,2.72104
Cuivre,2014,4,11.97184
Dardenne,2014,4,18.16276
Maquotketa,2014,4,3.21916
Vermillion,2014,4,25.99036
Wapsipinicon,2014,4,15.67216
Apple,2015,4,49.95871
BlackRiver,2015,4,11.7888
Cannon,2015,4,31.2862
Chippewa,2015,4,19.06283
Cuivre,2015,4,18.68788
Dardenne,2015,4,13.13862
Maquotketa,2015,4,33.31093
Vermillion,2015,4,50.70861
Wapsipinicon,2015,4,128.84819
Apple,2016,4,5.86644
BlackRiver,2016,4,4.36043
Cannon,2016,4,30.97926
Chippewa,2016,4,12.03132
Cuivre,2016,4,2.27525
Dardenne,2016,4,16.74564
Maquotketa,2016,4,11.3967
Vermillion,2016,4,33.88038
Wapsipinicon,2016,4,61.44102
Apple,2017,4,3.48844
BlackRiver,2017,4,2.63806
Cannon,2017,4,56.211815
Chippewa,2017,4,9.363775
Cuivre,2017,4,20.032135
Dardenne,2017,4,13.46104
Maquotketa,2017,4,13.22912
Vermillion,2017,4,29.77282
Wapsipinicon,2017,4,12.842585
Apple,2018,4,2.3117
BlackRiver,2018,4,7.5949
Cannon,2018,4,15.10695
Chippewa,2018,4,2.88955
Cuivre,2018,4,7.76
Dardenne,2018,4,8.4204
Maquotketa,2018,4,21.71095
Vermillion,2018,4,10.81435
Wapsipinicon,2018,4,23.2794
Apple,1998,5,13.911175
Maquotketa,1998,5,22.23165
Wapsipinicon,1998,5,82.53394
Apple,1999,5,6.332085
BlackRiver,1999,5,17.52939
Cannon,1999,5,29.897145
Chippewa,1999,5,21.547935
Cuivre,1999,5,16.866135
Dardenne,1999,5,50.575095
Maquotketa,1999,5,8.204805
Vermillion,1999,5,18.15363
Wapsipinicon,1999,5,15.50061
Apple,2000,5,1.74635
BlackRiver,2000,5,29.75998
Cannon,2000,5,6.80726
Chippewa,2000,5,25.32374
Cuivre,2000,5,14.66931
Dardenne,2000,5,6.32506
Maquotketa,2000,5,13.8152333333333
Vermillion,2000,5,175.1915
Wapsipinicon,2000,5,73.2222733333333
Apple,2001,5,42.48395
BlackRiver,2001,5,11.12305
Cannon,2001,5,29.93959
Chippewa,2001,5,17.509965
Cuivre,2001,5,21.410955
Dardenne,2001,5,39.57733
Maquotketa,2001,5,31.46939
Vermillion,2001,5,28.40979
Wapsipinicon,2001,5,77.43988
Apple,2002,5,7.1999
BlackRiver,2002,5,28.9699
Cannon,2002,5,27.33715
Chippewa,2002,5,14.1974
Cuivre,2002,5,18.16265
Dardenne,2002,5,21.855775
Maquotketa,2002,5,17.2555666666667
Vermillion,2002,5,60.76965
Wapsipinicon,2002,5,73.1059833333333
Apple,2004,5,4.64392
BlackRiver,2004,5,18.20208
Cannon,2004,5,40.036
Chippewa,2004,5,13.97616
Cuivre,2004,5,7.28512
Dardenne,2004,5,10.1024
Maquotketa,2004,5,19.21454
Vermillion,2004,5,125.96304
Wapsipinicon,2004,5,53.15396
Apple,2005,5,20.8918
BlackRiver,2005,5,6.5574
Cannon,2005,5,14.3043
Chippewa,2005,5,21.8931
Cuivre,2005,5,24.7389
Dardenne,2005,5,20.1013
Maquotketa,2005,5,40.9178
Vermillion,2005,5,60.9438
Wapsipinicon,2005,5,125.6594
Apple,2006,5,20.51116
BlackRiver,2006,5,20.5918933333333
Cannon,2006,5,14.33506
Chippewa,2006,5,33.22666
Cuivre,2006,5,31.47071
Dardenne,2006,5,9.49106
Maquotketa,2006,5,50.4632266666667
Vermillion,2006,5,24.62856
Wapsipinicon,2006,5,84.3712266666667
Apple,2007,5,7.13121
BlackRiver,2007,5,10.952555
Cannon,2007,5,47.74013
Chippewa,2007,5,17.8157666666667
Cuivre,2007,5,13.1008733333333
Dardenne,2007,5,16.4089033333333
Maquotketa,2007,5,20.02112
Vermillion,2007,5,71.46669
Wapsipinicon,2007,5,52.816245
Apple,2008,5,8.73196
BlackRiver,2008,5,20.95459
Cannon,2008,5,33.45127
Chippewa,2008,5,21.39307
Cuivre,2008,5,6.64918
Dardenne,2008,5,17.99485
Maquotketa,2008,5,14.10334
Vermillion,2008,5,37.06873
Wapsipinicon,2008,5,23.2018
Apple,2009,5,6.3091
BlackRiver,2009,5,12.2626
Cannon,2009,5,113.869
Chippewa,2009,5,24.3964
Cuivre,2009,5,5.8555
Dardenne,2009,5,10.2214
Maquotketa,2009,5,10.7884
Vermillion,2009,5,125.2657
Wapsipinicon,2009,5,11.5255
Apple,2010,5,3.50328
BlackRiver,2010,5,23.46042
Cannon,2010,5,27.03936
Chippewa,2010,5,15.99924
Cuivre,2010,5,5.56572
Dardenne,2010,5,21.57996
Maquotketa,2010,5,4.95912
Vermillion,2010,5,101.65116
Wapsipinicon,2010,5,28.37388
Apple,2011,5,5.0441
BlackRiver,2011,5,13.0431166666667
Cannon,2011,5,43.64805
Chippewa,2011,5,9.888225
Cuivre,2011,5,6.012925
Dardenne,2011,5,29.63735
Maquotketa,2011,5,8.86971666666667
Vermillion,2011,5,44.24425
Wapsipinicon,2011,5,62.7761333333333
Apple,2012,5,6.97156
BlackRiver,2012,5,17.5914
Cannon,2012,5,30.7397733333333
Chippewa,2012,5,12.5343333333333
Cuivre,2012,5,20.21188
Dardenne,2012,5,17.31556
Maquotketa,2012,5,17.72932
Vermillion,2012,5,28.1652666666667
Wapsipinicon,2012,5,35.10724
Apple,2013,5,2.29644
BlackRiver,2013,5,4.927035
Cannon,2013,5,12.260815
Chippewa,2013,5,6.76048
Cuivre,2013,5,97.2104333333333
Dardenne,2013,5,62.87984
Maquotketa,2013,5,10.507085
Vermillion,2013,5,28.044385
Wapsipinicon,2013,5,11.22452
Apple,2014,5,30.25996
BlackRiver,2014,5,2.64988
Cannon,2014,5,8.1292
Chippewa,2014,5,3.64612
Cuivre,2014,5,12.46996
Dardenne,2014,5,8.27152
Maquotketa,2014,5,7.84456
Vermillion,2014,5,7.48876
Wapsipinicon,2014,5,12.7546
Apple,2015,5,26.0369
BlackRiver,2015,5,15.68828
Cannon,2015,5,26.48684
Chippewa,2015,5,20.41265
Cuivre,2015,5,16.06323
Dardenne,2015,5,26.56183
Maquotketa,2015,5,50.7836
Vermillion,2015,5,47.33406
Wapsipinicon,2015,5,170.99257
Apple,2016,5,2.18459
BlackRiver,2016,5,10.1879
Cannon,2016,5,37.56722
Chippewa,2016,5,15.08354
Cuivre,2016,5,NA
Dardenne,2016,5,8.55602
Maquotketa,2016,5,10.12746
Vermillion,2016,5,36.53974
Wapsipinicon,2016,5,74.67738
Apple,2017,5,1.81345333333333
BlackRiver,2017,5,6.50341
Cannon,2017,5,29.5409
Chippewa,2017,5,7.48263333333333
Cuivre,2017,5,2.17422
Dardenne,2017,5,6.50341
Maquotketa,2017,5,43.35308
Vermillion,2017,5,17.7902333333333
Wapsipinicon,2017,5,36.0862233333333
Apple,2018,5,77.5973
BlackRiver,2018,5,16.75795
Cannon,2018,5,17.9962
Chippewa,2018,5,14.5841333333333
Cuivre,2018,5,31.2592333333333
Dardenne,2018,5,25.2055666666667
Maquotketa,2018,5,58.7208666666667
Vermillion,2018,5,28.0673
Wapsipinicon,2018,5,37.2028333333333
Apple,1998,6,22.90329
Maquotketa,1998,6,10.013325
Wapsipinicon,1998,6,13.93939
Apple,1999,6,14.0559433333333
BlackRiver,1999,6,36.3931833333333
Cannon,1999,6,22.25188
Chippewa,1999,6,9.334855
Cuivre,1999,6,34.77402
Dardenne,1999,6,24.246565
Maquotketa,1999,6,26.5962233333333
Vermillion,1999,6,23.161255
Wapsipinicon,1999,6,11.180125
Apple,2000,6,12.4233
BlackRiver,2000,6,9.65624
Cannon,2000,6,19.455435
Chippewa,2000,6,18.49455
Cuivre,2000,6,5.21875
Dardenne,2000,6,9.59005
Maquotketa,2000,6,16.06605
Vermillion,2000,6,74.320405
Wapsipinicon,2000,6,5.906825
Apple,2001,6,5.19003
BlackRiver,2001,6,7.28063
Cannon,2001,6,17.6291
Chippewa,2001,6,15.32944
Cuivre,2001,6,21.18312
Dardenne,2001,6,36.4445
Maquotketa,2001,6,27.55945
Vermillion,2001,6,22.12389
Wapsipinicon,2001,6,163.291655
Apple,2002,6,35.81914
BlackRiver,2002,6,25.76646
Cannon,2002,6,9.15046
Chippewa,2002,6,10.56282
Cuivre,2002,6,59.49694
Dardenne,2002,6,106.6033
Maquotketa,2002,6,45.24872
Vermillion,2002,6,21.61246
Wapsipinicon,2002,6,26.8465
Apple,2004,6,2.70704
BlackRiver,2004,6,NA
Cannon,2004,6,18.9064
Chippewa,2004,6,12.49595
Cuivre,2004,6,2.09076
Dardenne,2004,6,8.42964
Maquotketa,2004,6,9.45954
Vermillion,2004,6,19.87484
Wapsipinicon,2004,6,9.78889333333333
Apple,2005,6,74.6021466666667
BlackRiver,2005,6,28.34424
Cannon,2005,6,10.18935
Chippewa,2005,6,38.2046933333333
Cuivre,2005,6,26.2217333333333
Dardenne,2005,6,30.3926266666667
Maquotketa,2005,6,100.147706666667
Vermillion,2005,6,27.39811
Wapsipinicon,2005,6,194.047773333333
Apple,2006,6,11.7751
BlackRiver,2006,6,65.15578
Cannon,2006,6,39.6329333333333
Chippewa,2006,6,33.4816733333333
Cuivre,2006,6,24.6720333333333
Dardenne,2006,6,22.4279533333333
Maquotketa,2006,6,74.37726
Vermillion,2006,6,108.840306666667
Wapsipinicon,2006,6,288.35456
Apple,2007,6,8.03392333333333
BlackRiver,2007,6,52.806165
Cannon,2007,6,10.42552
Chippewa,2007,6,29.740345
Cuivre,2007,6,31.979745
Dardenne,2007,6,31.755805
Maquotketa,2007,6,24.4476266666667
Vermillion,2007,6,112.822085
Wapsipinicon,2007,6,55.1281966666667
Apple,2008,6,11.53204
BlackRiver,2008,6,35.90604
Cannon,2008,6,14.84778
Chippewa,2008,6,14.17836
Cuivre,2008,6,17.24252
Dardenne,2008,6,38.69164
Maquotketa,2008,6,10.97492
Vermillion,2008,6,36.95064
Wapsipinicon,2008,6,6.30904
Apple,2009,6,19.26455
BlackRiver,2009,6,18.2129166666667
Cannon,2009,6,10.1694366666667
Chippewa,2009,6,22.4155666666667
Cuivre,2009,6,7.977255
Dardenne,2009,6,21.75028
Maquotketa,2009,6,15.8905266666667
Vermillion,2009,6,129.123833333333
Wapsipinicon,2009,6,66.0272
Apple,2010,6,4.78310666666667
BlackRiver,2010,6,29.71832
Cannon,2010,6,6.434165
Chippewa,2010,6,11.13779
Cuivre,2010,6,18.7756666666667
Dardenne,2010,6,21.130715
Maquotketa,2010,6,20.8547866666667
Vermillion,2010,6,54.834635
Wapsipinicon,2010,6,41.7852066666667
Apple,2011,6,9.85647
BlackRiver,2011,6,38.221515
Cannon,2011,6,15.7044966666667
Chippewa,2011,6,16.1693333333333
Cuivre,2011,6,7.08996666666667
Dardenne,2011,6,15.1383166666667
Maquotketa,2011,6,12.341625
Vermillion,2011,6,15.3841733333333
Wapsipinicon,2011,6,48.676305
Apple,2012,6,80.63244
BlackRiver,2012,6,40.34484
Cannon,2012,6,19.2822
Chippewa,2012,6,19.56492
Cuivre,2012,6,23.523
Dardenne,2012,6,35.04384
Maquotketa,2012,6,149.19204
Vermillion,2012,6,18.5754
